Region,Product_Category,Size,Age,Income,Price
East,C,2942.0410229614004,29,72768.82463881445,218.2644711557661
East,C,592.6153829933768,23,98315.47427949263,475.00186221243655
North,B,1849.801505377443,47,80950.78052870599,338.7804787843512
West,B,1624.8466553473938,36,77408.07220211532,352.1656169002431
South,C,1106.1219732273498,31,99819.42829407583,334.5269691369379
West,B,2094.406800118094,20,85425.81996375561,139.54646253174656
East,C,909.0562321394552,23,97920.54023621752,238.25023884602606
East,C,1209.6619182871318,7,78922.45584040074,387.92290926349324
East,B,2454.3934754378106,46,76582.11419872454,95.61780389892161
West,B,1651.0293500638875,36,83379.72344775843,175.03374924037053
North,A,2984.176617299712,4,43212.780227455965,174.34359880963413
East,A,1466.151860371985,24,86404.94944128925,244.4085174175277
North,B,1658.1526652505408,14,97909.82302289744,491.1659334239833
North,B,1250.644405221335,25,72815.0292329413,80.37614600771988
South,B,1090.7340154776136,7,30864.87400954424,283.4154474712677
West,A,2805.703527987043,15,35046.46742914248,130.7141069054947
East,B,2372.0666003218275,44,46429.50556523178,486.80444543438483
North,A,1333.5063305035333,46,64376.83642430139,100.98657712735888
West,A,2250.3899741143114,13,58962.90762385039,231.62045106271606
West,A,2914.4593760914017,19,98544.84003773598,382.0482431755728
East,A,685.1199140347848,12,96191.13585824649,367.0494926123504
South,C,1161.2610109271482,48,57490.574274793886,240.2278866022695
South,B,1001.4463729875035,26,85602.15354937865,205.9358755787232
North,B,2674.4579091110254,48,74545.4344113717,228.92557034879175
South,C,947.9758238787902,33,47019.49754486745,168.92431842138768
South,B,1270.1899899741602,15,95182.40791367638,142.3998224180599
South,A,1859.651933315462,37,48166.22987061778,267.3678639015005
West,C,2052.735888967374,6,90924.03767646808,170.84019023042327
East,A,2520.45940633164,25,74634.85109801654,179.35774920376255
West,C,1518.3081163847592,17,73478.89763408358,345.54022856355067
West,A,1835.611806634732,43,88688.69949362069,485.8417992649515
East,B,2913.655187610513,36,64601.714366420114,321.6367402517188
West,B,1243.4043416085156,46,89736.17646287402,84.64076017923483
North,B,1120.2355279133121,9,68515.99229742485,84.01262623433014
North,C,2276.4979783543786,28,98925.3503089172,478.14044938050466
West,B,2427.840678001179,35,76195.10378510339,183.78085563830012
South,C,1536.9472579507708,3,56184.240244342196,91.43014373711395
West,A,1032.4472955547267,11,83435.47841302339,319.5700642176717
South,B,2447.3066395284804,20,65692.81099726513,330.6419502306197
West,A,2176.2322381975955,23,86421.74988979354,341.82716905340965
North,B,2690.5695032005983,30,88342.38668021982,170.3309125358936
South,A,2610.8161608178034,37,73183.92339120313,56.79980789651377
North,C,1012.9879612605833,36,91053.1898417692,484.25691625451236
West,B,2580.847950221701,44,58239.89168342196,162.90187056099612
East,C,937.9343527972593,12,34016.39079477195,354.2118296236464
South,C,2659.259759444764,36,76385.37228207444,367.9834414454193
South,A,2425.8023350816957,35,83511.62643607684,324.50333768576854
West,B,1924.6526857059962,34,35096.10597225665,190.8083273961417
West,C,2105.554189526116,4,83963.68193161524,171.99331419382958
South,A,760.1981771868955,24,74741.31861807461,318.9507272162164
East,A,599.71295371583,36,38148.78720487592,439.7430351252612
West,A,1326.6168543347717,28,67795.8093538205,476.030178015528
West,B,2553.5145285429753,39,37611.9473084568,97.65761198169093
West,B,1664.4639329499314,2,52513.31248091109,119.67287566897393
East,A,1058.4850751330173,43,86278.9448368366,475.1313164523858
South,B,2586.3722497870394,5,37055.23221852042,381.44085275065663
North,A,1071.5681466224323,28,62157.14677728296,447.3472211733979
West,B,2538.7343081023546,13,72399.91014580257,141.18468536090444
East,B,1632.4488272953706,36,95835.80135319212,314.41364199923083
South,A,1658.7372181682047,9,81608.58346475469,365.5128174878631
South,A,1181.7990246456054,39,39747.302157194405,356.05034845113767
East,B,2750.435052248381,30,97820.79731275608,233.66826089001415
West,A,721.9631892353352,27,63457.03488331632,56.927701261088814
North,A,861.0157532588112,13,55880.2171998126,312.3167255619184
West,A,2089.7119206155194,42,39009.78448127163,163.89569263082393
South,A,2625.2881643908704,39,95343.7580796734,252.61441076430066
North,B,738.628125463069,28,71034.4154737656,480.9114567877178
West,C,2334.3806235415204,18,99159.12679240358,229.56589293909562
North,B,2356.278832848716,34,42170.61127011734,427.910722998992
East,A,1953.8068254123204,21,68208.49049624798,134.84327258716303
West,A,1716.8201204241577,1,37692.03383782425,352.60722411126295
South,B,1302.7193982688364,45,66699.30787790459,489.65312949752456
South,A,1378.6544810816663,23,92285.4276724606,95.85189539282155
North,B,2186.0836810386772,34,37652.459639065586,53.743974002236406
East,C,663.2182280347757,36,48875.41652094992,245.11225668467645
West,A,1962.337468861564,9,77768.13385445713,91.68146737311524
East,C,1196.8304811321177,8,35340.092525601576,386.7729573543041
East,C,1666.5147798598564,30,61778.9447132161,461.5468987318515
North,A,1897.4490461254964,48,53314.3139388352,245.30943771894147
North,A,2714.148359085828,36,88670.37356348251,166.42023896994843
West,B,1947.6872208308869,36,33435.31951813431,245.4814935529744
South,B,1067.8989290975474,18,90437.68274206389,375.55151803250044
West,A,698.6486329309425,2,79254.24253360351,54.074372711166944
East,B,2067.470998977429,11,50803.3369431537,315.2542952681137
North,C,1862.6209908778478,36,43843.79741454457,325.98125819932056
East,C,2179.494741440155,31,96512.34365337636,336.959711103171
North,A,1648.4914478433425,31,68773.55883160284,158.90993599139475
South,B,2562.81461833257,24,54134.43364978355,371.32372552015704
East,A,2800.449205596583,46,33112.79538633798,91.12616884929938
North,C,600.0110555590677,21,41604.89753421738,139.67165141006035
West,A,2360.2163404078024,32,71871.55105437542,444.86152099451687
West,A,587.9013618671054,49,65917.67177980728,382.42541782695486
West,A,1612.7417171813618,30,83032.70815916828,56.18549930510537
East,A,1654.0080419283,8,88438.63011271125,161.76931716641008
North,C,2240.5459938125755,33,57802.2361856387,146.48291734692407
North,A,1381.0082455023673,39,37065.09410785001,171.86284761663768
North,A,2552.2533457955465,1,85407.08320500216,161.4018966259489
East,B,1357.160144864656,33,68761.80702307502,78.13683308428058
North,A,1356.2947208537184,42,98585.43219072765,256.5232324685692
South,B,1056.9016691466175,13,85744.49413489492,379.7300636537743
East,A,2209.672494595212,22,53035.090512777184,323.0292761228464
South,B,691.4680685426495,5,59994.309495586975,352.7922508691359
South,A,1407.6377147119188,12,46490.31814206192,86.51713034130762
West,B,1167.226865373907,29,65839.89479250822,478.17081957955423
East,A,1073.339087753538,3,79750.74720044225,427.32132522936115
North,A,652.458292934853,36,72874.2131833923,412.29064332304824
South,B,975.9577893120179,47,53945.84239136141,420.34271226879537
East,A,1615.6110254967537,45,87630.99354080207,469.7197286597426
North,A,1759.3536381683914,11,37354.11296899988,294.91428475116396
West,A,1173.7616844744834,26,39978.82850987139,140.12690804043166
East,A,2125.6087711664177,2,58291.1696741278,327.5526235336435
East,C,1339.4833441424366,29,79157.0319583989,384.29667215057253
East,A,1418.1145956240503,41,78592.99746680853,382.06282700931143
North,C,2456.5608353027683,29,55656.64099014505,284.652060875096
South,C,1879.9168035622552,44,78762.5533114431,80.80642370011012
South,A,2882.9371279850607,36,34241.004267691154,217.00082229355752
East,B,1398.2530031628455,19,50301.53648774023,464.3449738085108
East,B,2569.6012399860087,10,78564.13192918785,313.0020093908417
North,A,2345.8438395194125,11,42882.89807293281,292.249374465071
West,C,2725.4723186047377,7,44889.84200259196,170.98408147198708
East,B,2891.9784323077024,13,36081.78332543712,215.8020139624605
East,A,519.1912951920525,41,55512.97113003784,452.9057401189262
West,A,720.7443696687902,44,87744.90684152213,349.90837138707604
East,C,2185.8470530687714,2,88545.13866759033,404.3241620385498
South,B,1475.4996492415155,30,90365.37729605842,254.4554403804448
East,A,2547.812754356866,22,32569.282064221705,333.61124875527105
South,B,529.9495741651781,1,99544.20941206228,161.7726239344434
North,A,2517.443507491076,27,65184.886726826684,367.4573736275688
North,A,838.1049957591306,7,91090.89212322148,242.4206001665018
South,A,1225.6226099065698,1,93358.0244295061,249.1454816666355
South,C,2922.6955006518865,25,66014.87679296004,342.19504605959673
West,C,628.9952838704203,48,33576.28257110986,471.326279661017
South,C,1372.6015311316849,4,71822.88364899071,78.80285597387942
South,B,711.3219391087662,30,53386.541804589186,421.1344568061534
East,C,2634.0110150334203,8,44473.6670756505,181.57239968548691
West,C,2257.540306343558,49,42775.07127692766,249.76375452787002
South,B,2500.8434695393235,21,69148.4959706511,59.86099794875403
South,B,1818.1987794049319,4,37313.23720205613,185.47073502544086
South,B,1394.3000491786781,4,87515.11878927008,276.1840591835587
East,B,505.68404901281514,8,45910.534561249464,75.27923480634756
East,C,1194.8182801072855,42,68450.35952239615,270.9930782224243
East,C,1786.3838669152867,26,38782.21458563436,467.1997829862923
North,B,2160.9050911902086,29,90174.04375358461,97.42694814851235
East,C,1072.343553646892,16,78446.11669027219,393.99832763397694
South,A,847.2521157203357,19,44456.53141638693,234.3519740191967
East,C,1004.0371550746786,1,80101.85297601728,344.8281715359521
East,A,1385.1901292277998,37,35803.009347371364,167.1064690933532
West,B,870.9457280036906,34,84055.16770177637,121.77151814361123
South,B,892.0433360527792,29,64324.274483858935,122.20817642205189
East,C,609.3792500168884,27,38412.856599893166,81.72137553941509
North,B,2641.812985886132,48,68533.47798059287,133.54101720555934
West,C,1049.3965601518562,45,44060.641331737206,348.89872324503574
East,C,2554.7560976532177,30,77094.0876992896,446.7607753295786
West,C,1595.7734653430964,6,79603.37278452105,416.3565585160228
West,C,2081.094536784023,36,83258.80375621792,358.31043944351785
North,A,689.2553403954882,39,92640.93485661133,99.6943385349962
North,A,1958.9512469504618,2,75845.76697046962,180.13435083317742
North,B,1224.9885079332544,42,64423.837783152965,189.41309389511105
South,A,738.0248828779893,14,89795.7945384966,162.48062587892957
West,B,2770.581240419589,8,92989.08523687908,281.7525468693754
East,B,2009.0701058737272,3,84722.7365234071,290.9992166958526
North,C,1104.2690681100473,35,95969.97311169612,210.5986888269996
North,C,1549.1200268060174,27,98560.37611784172,209.2051214313962
West,C,1392.2503351992632,34,47591.82337735811,422.85001905773663
West,C,2251.4491646445535,28,42858.63189781196,405.1817817438585
West,C,2018.582940068735,31,61401.46531814883,188.50812425633555
East,C,549.455440154717,17,99784.87048675654,461.2047997429667
South,A,994.5674740116838,19,36193.13462360703,478.7667576511277
South,B,1695.3199306021538,42,79839.5803262372,197.03414391351836
North,B,1613.7144806344766,44,89558.49529146733,209.4912269568747
South,C,1791.6872048588264,11,99751.33514370283,277.5353690398815
East,A,2287.0270832657866,9,73379.87302074257,473.5043656401531
South,C,2205.0224962455677,30,56606.61118749052,444.3437449140402
East,A,1432.0335553549785,45,41654.564851568924,96.15558316261541
North,A,2693.954069846488,6,98723.34484575743,226.7288344721373
West,B,657.3314261212969,14,94694.22772293628,299.0170353873973
East,B,1961.2747377793162,31,86316.3177001435,276.40961264819305
West,A,2874.2137314238244,11,96064.22729272595,137.2383805716017
North,B,1872.703594563303,5,34259.80850735881,436.4675470256696
East,A,1637.76575203214,31,74204.49911307098,354.6233523485768
East,A,834.7939717410611,2,49235.74075519621,427.0587686833116
South,A,2525.472738179028,39,83591.44450188123,436.4439257072625
East,B,1434.4872251022803,17,36700.163711455076,386.7601341495829
North,C,2253.11477371172,38,48110.3978126845,247.6447705623728
West,B,993.8672010176426,46,89517.6431221873,324.74603975694106
East,C,604.6580073303727,36,82461.28523806753,122.16443275388441
North,B,1263.6686313200014,3,99441.54189148282,353.1404378637085
North,B,1203.534653642227,43,75078.84854702839,130.66396508267633
East,C,2683.6881338181856,29,51215.26488868937,362.27731572957055
South,A,2661.684446461885,33,68351.84811766737,153.3191723392859
East,C,1834.7355565034516,14,96077.64850922192,102.89808506759898
East,A,547.4973639304841,38,75623.4495291019,124.37802056433084
South,A,1070.81165730119,29,91704.92285325138,50.89646084858162
North,B,2097.531485533583,23,31602.083086113307,373.43282803408863
East,B,753.5210035759189,17,55868.56833280875,379.5804720762706
South,B,2251.5556617986176,49,95471.50469285899,281.7200074609667
West,B,529.9056573968587,11,32750.27212553166,122.61326047492267
West,B,2206.3419384231756,28,66337.10305400778,87.59945187981039
South,C,2611.3481071484484,7,54257.0663488032,58.60803489677915
North,C,1673.0442991152906,45,75234.29319905496,124.58667963434932
South,C,2572.702475275094,40,41355.59512523518,450.88499074241605
North,C,2453.819333109674,8,75731.02320241946,158.6915787657568
West,B,2178.5478754191927,41,99428.90720882475,209.42209724774705
East,C,1612.873203494584,29,48981.4583667826,97.40546801659994
South,C,1179.7601110037347,25,62299.956228735115,150.06258713667663
West,A,2652.1599054221715,7,32078.945010075156,283.65105685109233
East,B,2121.4759491573705,22,60383.410569767,323.4887073930436
West,C,2495.042088126441,9,58419.47250765056,160.408541374795
South,C,1879.9173193222298,11,69529.50512480142,75.97947165130275
South,C,929.6660862348117,34,47973.939393097535,225.9647911073294
East,B,2948.594848783841,27,53005.787057255846,155.39151691685038
South,C,956.8468786440935,22,72692.76821225487,148.79926545341087
West,A,2778.1037525622583,3,93593.24062446196,481.93826122105486
East,B,1020.3466151124351,48,46463.87045335193,327.3352186665758
East,A,1434.3736043660897,40,77422.07447700214,300.59529942744314
West,B,1600.2086113435666,8,66671.83912766194,237.09879658549485
North,C,2803.439973820363,6,37322.64138914975,243.02495004356493
East,B,2720.4964272826587,25,69580.3287916476,293.4072517271364
North,B,2558.0524448810897,2,79616.55826058993,363.39341316624825
West,B,1441.6878687393357,16,71877.77248916664,365.9657432818232
West,A,511.2331170723004,41,37308.99498908665,127.2622584674523
East,B,2203.958300268798,21,89817.77088305981,275.0507384344821
South,C,1527.3845861630095,15,32870.25171926963,235.38114276534588
East,B,2392.6454820935887,34,46520.327972168794,441.73713482122287
South,B,2487.1301152088754,47,73099.67753604816,334.13851454826937
North,C,1599.3085072935605,43,45260.88535529633,289.6268298871918
South,C,2370.256413292371,20,37125.91184610184,101.92758898051281
East,A,2599.8432012991934,44,65834.27859604656,322.53705019553513
South,C,2821.1903290037503,31,80572.21055791585,102.74175755610504
West,C,1956.1383312234857,15,58752.85928638984,201.74295900458844
North,C,2446.1969226497067,48,78892.27266167433,114.27888416644934
West,B,1736.4121755241179,28,90245.7928322444,361.433141160966
West,A,604.1575010749052,6,97115.76485877011,142.81345122626868
West,C,888.0535694979584,3,46328.542281293136,226.3367179346117
West,C,820.5612730991752,38,72375.27790913216,453.0536499284504
South,C,929.4139752886972,23,48681.17875721265,141.9423725295366
West,B,525.5318740321081,3,90964.29617466104,278.5122787814506
South,B,2646.7670581628813,45,92320.15076583855,238.6722475247099
West,A,1900.373299872531,44,52551.264404878835,58.15581847057838
East,A,1457.8750075281691,8,75174.02724277007,406.74115110776575
West,B,1524.4471789424379,2,92137.27577231309,81.07065784156987
East,C,1658.3777342971737,7,65585.4543277836,263.4147594396291
South,C,684.7087510489814,17,80432.94503707244,302.3052327225275
North,A,1186.6635289498004,7,86059.88526546731,332.7919054765642
South,C,2629.066092730212,33,91032.72672257709,359.884233188544
North,B,2359.1880905349612,36,66064.53105681035,163.97257258522177
North,A,1908.5138456347695,47,95927.7062161321,54.49044949630222
West,B,1701.7599616749076,4,74026.72642767476,375.54964805971036
North,B,1147.4329624772486,44,40620.929351261475,291.04546970641036
South,C,1678.1374241177637,16,72871.97291496888,426.2529664432619
West,B,1994.638190167037,21,50893.169106864865,419.6247633053124
North,B,2281.5948785789515,18,56045.97399172376,429.49677550454743
South,C,916.6004693808095,46,86620.16664764094,268.2925969907931
North,B,2532.7756711769434,46,98134.3228095157,200.13277812658956
North,C,1364.5281925845563,28,90889.77631110745,406.2011911661165
West,B,1758.1452082258884,43,52806.253216139885,253.08235086316472
West,C,2019.7607914908313,16,61756.116761849815,132.54898838154554
South,C,1720.2378905525832,47,98844.842268946,434.7383088026634
West,A,1929.8922603852975,22,94647.16178027095,447.15194454755624
West,B,778.8086617071781,6,98386.42615755441,259.83939026307655
East,B,1580.388637771588,30,60304.223952802095,84.06487728940436
East,A,1201.1686773405659,45,86039.4288888623,224.52174046261905
South,C,715.0653847171754,28,90985.20801387011,411.5919467581715
West,C,979.1230640799856,17,33098.43465030931,455.7983128458029
South,A,2006.111416068646,36,48626.14343479867,141.56273412391812
East,A,991.7160066286258,12,91843.87566416172,80.13812541137219
East,C,952.6600252977333,40,57211.974072683,444.8077039097774
East,C,1882.0760809665908,12,49503.545492522106,225.2322225404939
South,A,2761.756266767463,36,49088.40451412018,293.7924339204035
West,B,2471.7321265995743,40,56278.348164944095,485.62961542284154
North,C,2762.722776299626,29,47077.39736685252,79.95412756140028
West,A,1957.4505057412878,2,30235.43186507765,341.743103353443
South,B,1524.823901146518,29,42081.66032030346,83.34744015869018
East,B,2324.1034138548584,30,91780.25382580266,218.96101780992518
North,B,1153.4100704566272,36,35295.40181320581,411.71654533705106
South,B,695.1348950135093,44,58910.142808488,245.06250474003548
East,A,1361.536981827839,25,61954.14979158882,498.73205925632766
South,C,1248.0917437175435,21,84470.77746546728,301.57667822597097
North,B,2188.8473195428555,22,47681.29842442723,194.52296868617907
East,B,1878.4066970295357,10,51674.92518503298,149.0500966571389
West,A,845.6574601394639,31,30999.317051883623,207.7342404287728
South,B,2771.260449426174,47,93198.14305099557,217.63997319179788
North,A,1983.3473512620105,9,77988.98575258855,80.92115497578244
West,A,1644.210563559442,41,48399.236013287824,216.30838974204792
North,C,2842.987317796634,39,92126.0462645631,258.9073338826512
South,B,743.254621994752,34,36060.70328104017,375.2319885074621
North,C,2473.9823453492945,39,55787.69584630818,345.5282681247236
East,A,1411.6637643000233,41,69451.82742692629,368.9445448531194
North,B,2238.474377309929,23,65385.81681332878,53.7636568445857
South,A,2826.8135691191965,12,75843.52836242906,147.9503298112412
East,A,1794.2827012135433,7,50831.6529759149,347.7579297799354
North,A,556.5970585718684,32,83048.90238545713,267.7952156808862
North,B,572.1205754308448,19,58381.23277007001,52.39106405075567
East,A,1326.4020477134413,22,38770.80355850817,412.02258909432004
West,A,2454.1455484876547,16,81828.10135513973,397.76430798065184
West,B,1220.653357683957,8,93836.00869190929,296.7886233471032
East,C,1336.171502215544,30,55509.71342462828,79.90849659932246
North,A,2461.151782993922,6,71275.69766754584,394.9317722896631
West,C,790.4729347982021,2,78147.7169650066,312.6711144791138
East,C,2617.0324049072137,34,88206.64655555386,401.88198972108165
South,C,1164.4812888852664,29,43859.545510231605,388.2861465781282
North,C,628.0576775722706,40,69898.4851160803,411.3509323810267
South,C,793.3567660092232,42,81825.43786279498,283.1036298820812
North,C,2881.387216847059,43,43938.83215854674,113.14603318708174
West,B,1628.3098876096713,20,63073.70302103711,352.0208630208599
South,B,1141.095264996145,3,62505.34619281878,329.21320327338674
South,C,1803.1773754479877,48,88754.1678912435,384.0139342395892
East,B,2205.8666334845007,35,84411.44803165545,126.44645272283088
West,B,1296.9960201101735,8,46234.854672821224,137.73883995513015
West,C,2313.1780079025602,12,46306.68708683501,450.6842827486978
North,C,1130.6301272680053,45,80634.78905823379,387.49000930343186
East,A,780.8430801101014,43,81772.87369789755,458.7028199151453
East,B,1874.2705509227371,32,42522.99106795653,391.4218945237643
North,C,877.7966897353258,29,58782.627327208844,318.71988769563586
South,B,2851.2121967478497,45,87803.96036457045,344.35973166254314
North,B,501.1225703296269,21,35559.44576980715,450.10756577300447
North,B,2389.2402499163663,3,56172.61939497241,310.46303953037324
North,A,1198.6830098922774,38,75117.87223568227,334.5760959477743
East,C,2615.217154430917,27,83976.07545308836,120.41452220162026
North,B,650.3772093509381,3,75686.05222392363,263.26454905224625
North,C,2882.501495748929,1,57826.454111102285,372.37870038114454
North,B,753.4872095825335,46,99436.57677123521,171.92421424236443
West,C,2469.7068875886134,20,32907.265089433124,141.01438123604072
South,C,1793.355534089011,7,64632.91039224251,191.222063700987
South,C,1575.9869796939624,41,65703.85111738867,158.67528259677505
South,B,1200.3894647756788,1,46785.38216567869,146.71068666637814
South,A,2603.4238381226633,10,69109.51888407831,241.18287929063914
East,C,999.3784938323754,45,45404.01850205004,458.5273312475903
East,A,2303.103187482148,12,61038.84464677218,278.1768410324232
North,C,1614.4791275700159,4,60214.3991593276,134.56417136689538
East,A,2996.2375178681746,7,84118.56493659336,84.63725122139334
South,C,2028.4975504244317,10,95981.43200744846,363.27026531206633
West,A,760.474009559421,22,44199.028037680924,222.25944399637453
North,C,1548.8029728799988,25,99406.2096587131,419.8239259634117
North,C,665.7474509629894,29,95822.15220511421,346.7798458883466
South,A,1214.1390859727865,39,37885.72401146607,408.3086527436158
South,C,1358.2919872027617,15,93865.62249594112,172.37571773830194
South,B,2632.9415208490072,19,69520.45507553953,361.56151510747617
East,C,2594.968691518839,39,91526.94852266191,168.82789311217346
North,C,528.893049958503,46,96194.4651700845,472.5808157526312
South,B,1830.6965375127309,46,90123.50417306364,336.36842669001845
West,B,1058.859389008206,18,58201.43107275852,196.03031007890394
North,B,1300.2327451138895,42,74573.14354286865,171.2803380315227
North,A,554.128213813838,3,62533.92233325838,135.91696328223958
East,B,2374.3646636132826,6,55651.35388104169,362.5884315021775
North,A,2876.4744393810033,22,47549.69630689981,148.42202584906727
South,B,1048.1676007846295,41,60905.555169089654,317.8864696673701
South,A,1354.4321676195814,46,86418.03476772908,169.08576211641082
West,B,1016.0849868246606,31,89081.58865577044,347.88602515724085
North,B,2825.1216591038215,21,97060.38633614428,416.72287784324266
North,C,523.3899197685669,8,50343.16567110381,400.11135941509394
East,B,1959.6557032275878,1,75527.82537828136,392.3830989188518
South,C,2676.9099028053747,3,78564.52636961793,134.47508256151343
West,B,965.767935288367,29,43393.26338232747,89.77322614303341
South,B,1974.9882284052055,6,55681.73390468797,364.52697281932353
North,C,626.6202621622123,33,53957.979971241366,215.7562462074581
North,C,2536.4628339195233,18,99013.69963181732,244.55580188150628
West,A,1186.0728069323454,42,97086.49941850979,64.01709175702598
North,C,2971.8835429881515,49,87523.75298914718,166.80940217377213
West,A,2805.0240512244422,1,63098.51687069124,65.15438174350881
West,B,2331.289924831785,22,48485.02696715118,445.6335976705614
South,C,1742.1066034287292,31,94117.49697410129,159.5285074483387
West,C,2416.4727796522548,23,48763.0521459242,300.80172630785364
North,B,826.5226188569054,8,66536.01127111758,67.54069429750868
East,B,1275.4990990354281,29,47155.07658035944,350.08132608754613
East,B,567.2409714421426,44,97988.0524837407,195.36230558934224
North,B,2112.5616040243503,46,32923.31256889244,454.0636341309496
East,C,2513.8440952037863,19,42204.48727688021,449.65318502031613
East,B,2865.7138837829193,49,83553.44674681762,196.3807782627865
West,B,2216.267962625603,16,40601.17007475899,455.43240306071056
East,C,2330.2281005568234,19,98554.4680568383,498.27095307445046
East,A,2738.639445587378,37,52494.662036560796,421.43704885577665
East,C,2840.9450721453154,22,94305.23120407564,430.192106489853
South,A,1728.2438746742644,19,76359.48108738053,162.05393124909045
North,B,774.4684742706856,4,74388.2242474267,309.51607948599036
West,C,1666.043274680393,5,94076.07142062331,80.26516128531554
East,B,1890.1846571807243,5,65929.55325766293,92.71307156975138
North,C,2078.86192848886,25,58054.46216216053,499.50167541498075
East,A,2973.2113932731836,24,45233.592878415264,196.98766224165993
South,C,2793.9080382269262,1,40117.53361573009,386.68276042198084
South,B,1490.9105068643212,28,85423.81701287585,412.9992738620674
East,C,783.6342156767746,47,38955.68277240169,436.1104719532531
East,B,1036.9789955566775,21,57581.22865699675,498.93273383097045
East,C,934.4990570835514,19,58645.17807336897,158.67341836559052
South,A,1390.0318178724915,23,76514.95648469034,68.15787208686487
South,C,2691.2232098630802,14,49496.01550343243,235.03618309756368
North,C,1594.9212653717982,6,88676.02567468613,108.53630142302612
West,C,1918.1934284946428,32,44523.890651274276,60.091650122924804
West,C,947.9171870967871,32,85240.40584529082,212.19207221366875
South,A,1732.1207024609912,8,89483.14220950328,402.6822129838564
West,B,2684.06930350073,37,43522.644816837485,304.7813110512819
East,C,2433.6581587951923,22,86659.10838187955,190.75009514465933
North,C,702.976789497554,8,79961.81037422876,344.4539024717239
South,C,2655.1806718752878,38,91206.4533592491,154.40818113896484
South,A,1184.5702435498165,10,65697.78220312734,56.47165073243826
West,B,2164.290623349918,3,46369.95555098919,393.9590238963923
East,B,865.9572628568283,13,93842.7815710261,330.68438818880406
North,C,2186.610925214505,39,85303.05318358514,393.036181025432
West,C,589.2535721429083,30,31468.976032893348,67.52210750944953
South,B,2001.6117526755445,4,95758.95104061377,426.7038325237935
South,C,2114.8504269033606,45,96396.7681054603,328.7867900163365
West,C,1111.2417851476603,6,54871.28915435595,303.52790782068803
East,C,2842.4402242762,16,30701.278009197427,331.0763216515392
North,A,614.9309680011987,22,68677.61248470386,438.99496109076387
North,A,2729.273316962347,27,93957.30411660462,314.12142795150817
North,B,1454.7437191063273,21,38710.819851797765,311.4276709496807
North,A,2284.7868542562646,29,71335.67810804053,495.8056206795946
East,A,2128.8710683698387,1,81223.84961467568,390.52857518085557
South,B,920.6155400699888,30,39428.29023667127,249.03221245301089
South,A,1297.4981889746468,24,65929.13867560175,368.32865001481747
North,B,1824.1837022813347,13,36216.29916845924,225.1537122613048
North,C,2616.275675961517,30,69068.83216137969,152.99395811757455
North,B,2887.150189838672,26,60948.09258863577,318.58334459949174
West,B,551.4665833431044,34,48528.86163130465,467.6819441512782
West,B,1381.3956386775217,20,89715.6377426152,468.11278400695824
South,C,2170.3598114561564,6,56725.26339169327,203.85737514747063
South,C,1819.3235831066677,43,78987.19546966586,287.45485979976274
North,C,2857.5552896418976,49,85347.78675360816,145.23615435643754
West,B,542.4235863398695,9,42503.953029314864,498.03399927449755
East,B,1594.3484965440898,37,38337.94520115558,491.5030585405711
West,B,2172.0096195115557,37,30548.462117900213,342.2790183683513
South,B,1043.9592846698897,16,51406.552243971906,411.986326854863
West,B,2314.678465287371,4,87116.89776925027,371.795072577665
South,B,703.0715705532713,32,84093.60800802114,316.9211985677607
North,B,1627.5963237032886,20,91026.41587681785,74.00659864500396
East,A,2190.587390476762,29,83242.01422726398,254.64395414869747
North,C,1166.892820601204,31,31679.41014185434,353.65383597533474
North,A,684.6160441881569,45,56986.23472594332,354.8892262476581
East,C,2892.5540244986073,17,30414.905885231692,217.90517829007263
East,B,2784.5575719881567,41,32523.570968655207,473.7613939961137
East,A,2815.924779029332,25,63499.111131439175,125.31066450655145
South,B,2946.25595824432,45,55200.388066788124,275.16175079700224
North,A,961.7451360284289,16,69096.64564631472,360.89778944787025
South,A,894.439994481113,20,34631.265878747756,363.7111126513142
East,B,585.5364655191926,42,71181.00805977758,341.887530545967
South,A,2729.5569690444563,10,34550.1658158864,173.87969605333706
East,A,2381.9071028398803,48,59657.89436695971,120.29295590897989
West,C,2083.1560277962353,23,54665.034029969094,336.1731470720199
East,B,2819.1903979653434,33,45676.35588825231,319.685952262747
North,B,1937.691536231243,43,51837.98874203728,130.71020463015844
North,A,824.32688181387,13,30036.687284933654,367.3126155067535
North,B,942.1611873375198,25,52686.548044503645,254.8273962801454
South,C,830.4598258452413,37,35488.58395653819,350.49226622141884
North,C,1269.1450318075813,36,94491.15209236988,426.8151858965678
East,B,1448.7420827840347,24,35203.30160327922,126.37779285961543
West,B,2492.0976617117185,6,96717.4121400972,58.615190598576504
North,C,978.1347786133585,15,64399.843432042464,400.59616387810405
South,B,2313.4128821092554,34,65922.12087053049,324.36384131867715
West,A,1728.071255286269,4,85168.80170767885,364.8378063299548
North,B,2999.149802820682,14,78676.57987979167,427.1697387448892
North,A,2441.4561526121724,4,46594.27860224371,411.2649206710252
West,C,2922.382471633232,28,31782.6444330844,482.4140661179711
North,B,1355.8787540883209,29,84491.44464082667,291.1707854834532
South,C,807.6254829156446,18,39081.99594568506,269.8230346969574
East,B,1764.7395128630149,20,71885.84599664758,230.84923995082852
East,A,810.598684658685,48,95984.22417564453,119.16096927989204
West,B,1731.129262155162,41,68461.04429245395,307.6732547969101
East,C,1174.8525654384512,32,49990.12810044436,174.65563594669044
